event_id,event_type,timestamp,user_id,session_id,product_id
E00000038,view_product,2024-02-25T22:46:45,U000003,fa647ed6-e1bc-4c04-a1de-a4b53fb39615,P00021
E00000039,view_product,2024-01-08T23:53:25,U000004,b4e20a44-a9ee-43d0-836d-c1bdc31cadcd,P00086
E00000040,view_product,2024-01-08T23:53:25,U000004,b4e20a44-a9ee-43d0-836d-c1bdc31cadcd,P00099
E00000041,view_product,2024-02-14T17:16:10,U000005,4a6b973f-7644-43bc-af77-fca242fc6787,P00079
E00000042,view_product,2024-02-14T17:16:10,U000005,4a6b973f-7644-43bc-af77-fca242fc6787,P00006
E00000043,view_product,2024-02-14T17:16:10,U000005,4a6b973f-7644-43bc-af77-fca242fc6787,P00098
E00000044,view_product,2024-02-01T12:27:32,U000005,d0c6b4dd-8b02-4884-b88f-baa0a9532023,P00068
E00000045,view_product,2024-02-01T12:27:32,U000005,d0c6b4dd-8b02-4884-b88f-baa0a9532023,P00062
E00000046,view_product,2024-02-01T12:27:32,U000005,d0c6b4dd-8b02-4884-b88f-baa0a9532023,P00091
E00000047,add_to_cart,2024-02-01T12:28:02,U000005,d0c6b4dd-8b02-4884-b88f-baa0a9532023,P00062
E00000048,view_product,2024-01-08T06:02:17,U000005,ae8a113d-b6ca-48f0-b0a6-2cfd10fdca91,P00008
E00000049,view_product,2024-01-08T06:02:17,U000005,ae8a113d-b6ca-48f0-b0a6-2cfd10fdca91,P00096
E00000050,view_product,2024-01-08T06:02:17,U000005,ae8a113d-b6ca-48f0-b0a6-2cfd10fdca91,P00050
E00000051,view_product,2024-01-19T13:56:28,U000006,b8f0d520-2186-4ad2-a42a-0e4dc970acbe,P00031
E00000052,view_product,2024-01-19T13:56:28,U000006,b8f0d520-2186-4ad2-a42a-0e4dc970acbe,P00021
E00000053,view_product,2024-01-19T13:56:28,U000006,b8f0d520-2186-4ad2-a42a-0e4dc970acbe,P00071
E00000054,add_to_cart,2024-01-19T13:56:58,U000006,b8f0d520-2186-4ad2-a42a-0e4dc970acbe,P00071
E00000055,view_product,2024-01-02T13:48:52,U000007,70ea0697-2936-476b-b983-900f1278df2e,P00055
E00000056,view_product,2024-01-02T13:48:52,U000007,70ea0697-2936-476b-b983-900f1278df2e,P00063
E00000057,view_product,2024-01-02T13:48:52,U000007,70ea0697-2936-476b-b983-900f1278df2e,P00068
E00000058,view_product,2024-01-02T13:48:52,U000007,70ea0697-2936-476b-b983-900f1278df2e,P00032
E00000059,add_to_cart,2024-01-02T13:49:22,U000007,70ea0697-2936-476b-b983-900f1278df2e,P00032
E00000060,purchase,2024-01-02T13:53:52,U000007,70ea0697-2936-476b-b983-900f1278df2e,P00032
E00000061,view_product,2024-01-01T21:26:33,U000007,b7722796-d234-4872-89aa-443c7de26e00,P00008
E00000062,view_product,2024-01-01T21:26:33,U000007,b7722796-d234-4872-89aa-443c7de26e00,P00063
E00000063,view_product,2024-01-01T21:26:33,U000007,b7722796-d234-4872-89aa-443c7de26e00,P00057
E00000064,view_product,2024-01-01T21:26:33,U000007,b7722796-d234-4872-89aa-443c7de26e00,P00079
E00000065,view_product,2024-02-12T17:47:39,U000007,a34686ca-a025-4bb2-b771-d06b546059fc,P00067
E00000066,view_product,2024-02-12T17:47:39,U000007,a34686ca-a025-4bb2-b771-d06b546059fc,P00017
E00000067,view_product,2024-02-12T17:47:39,U000007,a34686ca-a025-4bb2-b771-d06b546059fc,P00048
E00000068,view_product,2024-02-12T17:47:39,U000007,a34686ca-a025-4bb2-b771-d06b546059fc,P00058
E00000069,view_product,2024-02-12T17:47:39,U000007,a34686ca-a025-4bb2-b771-d06b546059fc,P00005
E00000070,add_to_cart,2024-02-12T17:48:09,U000007,a34686ca-a025-4bb2-b771-d06b546059fc,P00058
E00000071,view_product,2024-01-13T16:13:48,U000007,a4dba2e6-6fdf-473b-abc1-9cfcd49cf886,P00064
E00000072,view_product,2024-01-13T16:13:48,U000007,a4dba2e6-6fdf-473b-abc1-9cfcd49cf886,P00063
E00000073,view_product,2024-01-13T16:13:48,U000007,a4dba2e6-6fdf-473b-abc1-9cfcd49cf886,P00015
E00000074,view_product,2024-01-13T16:13:48,U000007,a4dba2e6-6fdf-473b-abc1-9cfcd49cf886,P00032
E00000075,view_product,2024-01-13T16:13:48,U000007,a4dba2e6-6fdf-473b-abc1-9cfcd49cf886,P00071
E00000076,view_product,2024-01-06T01:43:07,U000007,9dbb49f0-cf88-4f46-b0a4-3656496a0e73,P00052
E00000077,view_product,2024-01-06T01:43:07,U000007,9dbb49f0-cf88-4f46-b0a4-3656496a0e73,P00062
E00000078,view_product,2024-01-06T01:43:07,U000007,9dbb49f0-cf88-4f46-b0a4-3656496a0e73,P00060
E00000079,view_product,2024-01-06T01:43:07,U000007,9dbb49f0-cf88-4f46-b0a4-3656496a0e73,P00099
E00000080,view_product,2024-01-06T01:43:07,U000007,9dbb49f0-cf88-4f46-b0a4-3656496a0e73,P00061
E00000081,view_product,2024-01-18T11:26:30,U000008,ac93fcaa-c256-4c38-936c-9ade97b0b612,P00017
E00000082,view_product,2024-01-18T11:26:30,U000008,ac93fcaa-c256-4c38-936c-9ade97b0b612,P00079
E00000083,view_product,2024-01-09T07:11:47,U000008,226ef77f-6f68-41be-b768-fa3ef8a6039d,P00094
E00000084,view_product,2024-01-09T07:11:47,U000008,226ef77f-6f68-41be-b768-fa3ef8a6039d,P00038
E00000085,view_product,2024-01-09T07:11:47,U000008,226ef77f-6f68-41be-b768-fa3ef8a6039d,P00057
E00000086,view_product,2024-01-09T07:11:47,U000008,226ef77f-6f68-41be-b768-fa3ef8a6039d,P00050
E00000087,view_product,2024-01-16T12:55:10,U000008,f5d14231-be46-44e5-a912-4d9f7079b540,P00092
E00000088,view_product,2024-01-16T12:55:10,U000008,f5d14231-be46-44e5-a912-4d9f7079b540,P00099
E00000089,view_product,2024-01-16T12:55:10,U000008,f5d14231-be46-44e5-a912-4d9f7079b540,P00009
E00000090,view_product,2024-01-16T12:55:10,U000008,f5d14231-be46-44e5-a912-4d9f7079b540,P00050
E00000091,view_product,2024-01-16T12:55:10,U000008,f5d14231-be46-44e5-a912-4d9f7079b540,P00071
E00000092,add_to_cart,2024-01-16T12:55:40,U000008,f5d14231-be46-44e5-a912-4d9f7079b540,P00071
E00000093,purchase,2024-01-16T13:00:10,U000008,f5d14231-be46-44e5-a912-4d9f7079b540,P00071
E00000094,view_product,2024-01-26T08:14:18,U000009,579727c7-06b8-426c-8ca3-a1ccfc458626,P00084
E00000095,view_product,2024-01-26T08:14:18,U000009,579727c7-06b8-426c-8ca3-a1ccfc458626,P00059
E00000096,view_product,2024-01-26T08:14:18,U000009,579727c7-06b8-426c-8ca3-a1ccfc458626,P00016
E00000097,view_product,2024-01-26T08:14:18,U000009,579727c7-06b8-426c-8ca3-a1ccfc458626,P00046
E00000098,view_product,2024-01-26T08:14:18,U000009,579727c7-06b8-426c-8ca3-a1ccfc458626,P00087
E00000099,view_product,2024-02-13T00:08:45,U000009,8c142df6-5ebd-455a-ae8c-7f72c6b0b485,P00051
E00000100,view_product,2024-02-13T00:08:45,U000009,8c142df6-5ebd-455a-ae8c-7f72c6b0b485,P00020
E00000101,view_product,2024-02-13T00:08:45,U000009,8c142df6-5ebd-455a-ae8c-7f72c6b0b485,P00091
E00000102,view_product,2024-02-13T00:08:45,U000009,8c142df6-5ebd-455a-ae8c-7f72c6b0b485,P00087
E00000103,view_product,2024-01-06T10:23:46,U000009,6728fd63-2663-46a2-b21b-8951b457bcf0,P00011
E00000104,view_product,2024-01-06T10:23:46,U000009,6728fd63-2663-46a2-b21b-8951b457bcf0,P00069
E00000105,view_product,2024-01-06T10:23:46,U000009,6728fd63-2663-46a2-b21b-8951b457bcf0,P00096
E00000106,view_product,2024-01-06T10:23:46,U000009,6728fd63-2663-46a2-b21b-8951b457bcf0,P00019
E00000107,add_to_cart,2024-01-06T10:24:16,U000009,6728fd63-2663-46a2-b21b-8951b457bcf0,P00096
E00000108,view_product,2024-02-28T02:42:40,U000010,1f860899-23ee-4de3-80b6-b2c7afac470a,P00026
E00000109,view_product,2024-02-28T02:42:40,U000010,1f860899-23ee-4de3-80b6-b2c7afac470a,P00041
E00000110,view_product,2024-02-28T02:42:40,U000010,1f860899-23ee-4de3-80b6-b2c7afac470a,P00005
E00000111,view_product,2024-02-28T02:42:40,U000010,1f860899-23ee-4de3-80b6-b2c7afac470a,P00048
E00000112,view_product,2024-01-04T11:33:57,U000010,fb4f79cc-dfaa-4a84-aec4-804b13fc1916,P00072
E00000113,view_product,2024-02-24T11:25:55,U000010,5a636bf3-6d53-498d-91ee-752c1012c926,P00052
E00000114,view_product,2024-02-24T11:25:55,U000010,5a636bf3-6d53-498d-91ee-752c1012c926,P00099
E00000115,view_product,2024-02-24T11:25:55,U000010,5a636bf3-6d53-498d-91ee-752c1012c926,P00088
E00000116,add_to_cart,2024-02-24T11:26:25,U000010,5a636bf3-6d53-498d-91ee-752c1012c926,P00088
E00000117,view_product,2024-01-02T14:49:00,U000011,458f566d-c843-4bff-8af1-6ffee6aa06ff,P00033
E00000118,add_to_cart,2024-01-02T14:49:30,U000011,458f566d-c843-4bff-8af1-6ffee6aa06ff,P00033
E00000119,purchase,2024-01-02T14:54:00,U000011,458f566d-c843-4bff-8af1-6ffee6aa06ff,P00033
E00000120,view_product,2024-01-14T12:45:06,U000011,3568e961-9f18-4aa4-a0e2-a5183b758580,P00061
E00000121,view_product,2024-01-14T12:45:06,U000011,3568e961-9f18-4aa4-a0e2-a5183b758580,P00003
E00000122,view_product,2024-01-14T12:45:06,U000011,3568e961-9f18-4aa4-a0e2-a5183b758580,P00091
E00000123,view_product,2024-01-20T03:40:11,U000011,4711346a-41d4-489b-907d-21db7a08ec93,P00055
E00000124,view_product,2024-01-20T03:40:11,U000011,4711346a-41d4-489b-907d-21db7a08ec93,P00077
E00000125,view_product,2024-02-16T07:13:00,U000011,70350078-5dd5-4e1d-9c22-c6580a9da237,P00044
E00000126,view_product,2024-02-16T07:13:00,U000011,70350078-5dd5-4e1d-9c22-c6580a9da237,P00078
E00000127,view_product,2024-02-16T07:13:00,U000011,70350078-5dd5-4e1d-9c22-c6580a9da237,P00062
E00000128,view_product,2024-01-04T05:05:31,U000011,87e1f0f1-700b-41f4-bd80-90502fb66a70,P00055
E00000129,view_product,2024-01-04T05:05:31,U000011,87e1f0f1-700b-41f4-bd80-90502fb66a70,P00054
E00000130,view_product,2024-01-04T05:05:31,U000011,87e1f0f1-700b-41f4-bd80-90502fb66a70,P00068
E00000131,view_product,2024-01-04T05:05:31,U000011,87e1f0f1-700b-41f4-bd80-90502fb66a70,P00078
E00000132,view_product,2024-02-05T19:52:47,U000012,8ae644ff-337b-4607-b0cc-f13b85c59ed0,P00045
E00000133,view_product,2024-02-05T19:52:47,U000012,8ae644ff-337b-4607-b0cc-f13b85c59ed0,P00059
E00000134,add_to_cart,2024-02-05T19:53:17,U000012,8ae644ff-337b-4607-b0cc-f13b85c59ed0,P00059
E00000135,view_product,2024-01-22T22:10:09,U000013,c481a4e1-5898-4b1a-981d-66be3a7a1fbd,P00034
E00000136,view_product,2024-01-22T22:10:09,U000013,c481a4e1-5898-4b1a-981d-66be3a7a1fbd,P00001
E00000137,view_product,2024-01-22T22:10:09,U000013,c481a4e1-5898-4b1a-981d-66be3a7a1fbd,P00050
E00000138,view_product,2024-01-22T22:10:09,U000013,c481a4e1-5898-4b1a-981d-66be3a7a1fbd,P00059
E00000139,view_product,2024-01-22T22:10:09,U000013,c481a4e1-5898-4b1a-981d-66be3a7a1fbd,P00008
E00000140,view_product,2024-02-01T05:14:46,U000013,06179308-0e78-4b41-ba67-2dff91d8ef37,P00009
E00000141,view_product,2024-02-01T05:14:46,U000013,06179308-0e78-4b41-ba67-2dff91d8ef37,P00091
E00000142,view_product,2024-02-01T05:14:46,U000013,06179308-0e78-4b41-ba67-2dff91d8ef37,P00008
E00000143,view_product,2024-02-01T05:14:46,U000013,06179308-0e78-4b41-ba67-2dff91d8ef37,P00074
E00000144,view_product,2024-02-01T05:14:46,U000013,06179308-0e78-4b41-ba67-2dff91d8ef37,P00016
E00000145,view_product,2024-02-03T09:37:53,U000013,23f7e303-fe29-4dbe-8787-90507848a2a6,P00013
E00000146,view_product,2024-02-03T09:37:53,U000013,23f7e303-fe29-4dbe-8787-90507848a2a6,P00082
E00000147,view_product,2024-02-03T09:37:53,U000013,23f7e303-fe29-4dbe-8787-90507848a2a6,P00099
E00000148,view_product,2024-01-12T23:11:38,U000013,7017ea55-9037-432b-a78c-7c9bad1cb6f4,P00058
E00000149,view_product,2024-01-30T10:16:06,U000014,25afa19e-99a7-4758-a0c0-d58754afe602,P00093
E00000150,view_product,2024-01-30T10:16:06,U000014,25afa19e-99a7-4758-a0c0-d58754afe602,P00008
E00000151,view_product,2024-01-30T10:16:06,U000014,25afa19e-99a7-4758-a0c0-d58754afe602,P00007
E00000152,add_to_cart,2024-01-30T10:16:36,U000014,25afa19e-99a7-4758-a0c0-d58754afe602,P00007
E00000153,view_product,2024-02-24T13:02:40,U000014,9db25271-d15f-4c05-9796-428141a89262,P00091
E00000154,view_product,2024-02-24T13:02:40,U000014,9db25271-d15f-4c05-9796-428141a89262,P00058
E00000155,view_product,2024-02-24T13:02:40,U000014,9db25271-d15f-4c05-9796-428141a89262,P00027
E00000156,view_product,2024-02-24T13:02:40,U000014,9db25271-d15f-4c05-9796-428141a89262,P00043
E00000157,view_product,2024-01-22T05:19:53,U000015,8bd38826-e8c5-44c6-9ad9-718be51be5d5,P00058
E00000158,view_product,2024-01-20T23:48:04,U000015,931b7561-3812-4ecc-b308-165864cdb485,P00017
E00000159,view_product,2024-01-20T23:48:04,U000015,931b7561-3812-4ecc-b308-165864cdb485,P00009
E00000160,view_product,2024-01-20T23:48:04,U000015,931b7561-3812-4ecc-b308-165864cdb485,P00075
E00000161,view_product,2024-01-20T23:48:04,U000015,931b7561-3812-4ecc-b308-165864cdb485,P00011
E00000162,view_product,2024-01-13T01:24:16,U000016,d615fbd1-efa9-410d-af9c-4905f8f0ceb2,P00028
E00000163,view_product,2024-01-13T01:24:16,U000016,d615fbd1-efa9-410d-af9c-4905f8f0ceb2,P00010
E00000164,view_product,2024-01-13T01:24:16,U000016,d615fbd1-efa9-410d-af9c-4905f8f0ceb2,P00071
E00000165,add_to_cart,2024-01-13T01:24:46,U000016,d615fbd1-efa9-410d-af9c-4905f8f0ceb2,P00028
E00000166,purchase,2024-01-13T01:29:16,U000016,d615fbd1-efa9-410d-af9c-4905f8f0ceb2,P00028
E00000167,view_product,2024-01-25T10:02:02,U000017,03baf5ac-0675-4d76-9da5-76e2e03392b7,P00046
E00000168,add_to_cart,2024-01-25T10:02:32,U000017,03baf5ac-0675-4d76-9da5-76e2e03392b7,P00046
E00000169,purchase,2024-01-25T10:07:02,U000017,03baf5ac-0675-4d76-9da5-76e2e03392b7,P00046
E00000170,view_product,2024-01-17T04:35:34,U000017,b49ca09a-32f2-4841-9bb3-0c6c7c2511a9,P00008
E00000171,view_product,2024-01-11T18:08:45,U000017,a9279833-f579-4c3f-a53c-ef617501ba75,P00070
E00000172,view_product,2024-02-17T13:53:38,U000018,9280d940-a268-49f4-b1e9-9343d9d567d5,P00078
E00000173,view_product,2024-02-17T13:53:38,U000018,9280d940-a268-49f4-b1e9-9343d9d567d5,P00001
E00000174,add_to_cart,2024-02-17T13:54:08,U000018,9280d940-a268-49f4-b1e9-9343d9d567d5,P00001
E00000175,purchase,2024-02-17T13:58:38,U000018,9280d940-a268-49f4-b1e9-9343d9d567d5,P00001
E00000176,view_product,2024-01-18T09:06:11,U000018,02823e3c-f7b9-43d9-95c6-f504d1ccb483,P00024
E00000177,view_product,2024-01-18T09:06:11,U000018,02823e3c-f7b9-43d9-95c6-f504d1ccb483,P00014
E00000178,view_product,2024-01-18T09:06:11,U000018,02823e3c-f7b9-43d9-95c6-f504d1ccb483,P00088
E00000179,view_product,2024-01-18T09:06:11,U000018,02823e3c-f7b9-43d9-95c6-f504d1ccb483,P00036
E00000180,view_product,2024-02-27T22:25:51,U000018,22c6e6c0-7b78-4d31-b1f7-a731e3a23850,P00091
E00000181,view_product,2024-02-27T22:25:51,U000018,22c6e6c0-7b78-4d31-b1f7-a731e3a23850,P00041
E00000182,view_product,2024-01-20T19:47:03,U000018,4e6ecf1d-b209-4c06-95b3-0d4d2c27b557,P00010
E00000183,view_product,2024-01-20T19:47:03,U000018,4e6ecf1d-b209-4c06-95b3-0d4d2c27b557,P00092
E00000184,add_to_cart,2024-01-20T19:47:33,U000018,4e6ecf1d-b209-4c06-95b3-0d4d2c27b557,P00010
E00000185,view_product,2024-02-14T07:31:28,U000019,1b9851ac-1b7b-4ceb-aacd-928443268b5e,P00032
E00000186,view_product,2024-02-14T07:31:28,U000019,1b9851ac-1b7b-4ceb-aacd-928443268b5e,P00071
E00000187,view_product,2024-02-14T07:31:28,U000019,1b9851ac-1b7b-4ceb-aacd-928443268b5e,P00003
E00000188,view_product,2024-02-14T07:31:28,U000019,1b9851ac-1b7b-4ceb-aacd-928443268b5e,P00043
E00000189,view_product,2024-02-14T20:31:10,U000019,e9c5711e-4670-4d62-bd23-04eb6bfdb952,P00086
E00000190,view_product,2024-02-14T20:31:10,U000019,e9c5711e-4670-4d62-bd23-04eb6bfdb952,P00020
E00000191,view_product,2024-01-29T02:57:30,U000019,c23e4908-0eb9-4482-90df-29aae47d3ecf,P00089
E00000192,view_product,2024-01-29T02:57:30,U000019,c23e4908-0eb9-4482-90df-29aae47d3ecf,P00035
E00000193,view_product,2024-01-29T02:57:30,U000019,c23e4908-0eb9-4482-90df-29aae47d3ecf,P00010
E00000194,view_product,2024-02-25T17:42:14,U000019,e7789dee-e41d-4a3b-b11f-30848380e379,P00020
E00000195,view_product,2024-02-25T17:42:14,U000019,e7789dee-e41d-4a3b-b11f-30848380e379,P00050
E00000196,view_product,2024-02-25T17:42:14,U000019,e7789dee-e41d-4a3b-b11f-30848380e379,P00085
E00000197,view_product,2024-02-25T17:42:14,U000019,e7789dee-e41d-4a3b-b11f-30848380e379,P00082
E00000198,view_product,2024-02-26T06:54:18,U000019,7f89c0c4-9cc0-4b02-9a32-fdafe49add45,P00038
E00000199,view_product,2024-02-26T06:54:18,U000019,7f89c0c4-9cc0-4b02-9a32-fdafe49add45,P00046
E00000200,view_product,2024-02-26T06:54:18,U000019,7f89c0c4-9cc0-4b02-9a32-fdafe49add45,P00092
E00000201,view_product,2024-02-11T23:25:32,U000019,13f821ea-f056-476b-a001-b3fec844df8c,P00078
E00000202,view_product,2024-02-11T23:25:32,U000019,13f821ea-f056-476b-a001-b3fec844df8c,P00012
E00000203,view_product,2024-02-11T23:25:32,U000019,13f821ea-f056-476b-a001-b3fec844df8c,P00054
E00000204,view_product,2024-02-25T05:18:14,U000020,841b74a2-33de-421b-b56f-0b12fa699bb1,P00081
E00000205,view_product,2024-02-25T05:18:14,U000020,841b74a2-33de-421b-b56f-0b12fa699bb1,P00031
E00000206,add_to_cart,2024-02-25T05:18:44,U000020,841b74a2-33de-421b-b56f-0b12fa699bb1,P00031
E00000207,purchase,2024-02-25T05:23:14,U000020,841b74a2-33de-421b-b56f-0b12fa699bb1,P00031
E00000208,view_product,2024-01-19T13:46:10,U000020,8d6cbffe-7ffa-40b1-a2f7-38636fde9917,P00087
E00000209,view_product,2024-01-19T13:46:10,U000020,8d6cbffe-7ffa-40b1-a2f7-38636fde9917,P00011
E00000210,view_product,2024-01-19T13:46:10,U000020,8d6cbffe-7ffa-40b1-a2f7-38636fde9917,P00068
E00000211,view_product,2024-01-19T13:46:10,U000020,8d6cbffe-7ffa-40b1-a2f7-38636fde9917,P00077
E00000212,view_product,2024-01-15T09:01:44,U000020,608b60a3-9dd7-4c91-a29b-cbb3d2256a15,P00028
E00000213,view_product,2024-01-15T09:01:44,U000020,608b60a3-9dd7-4c91-a29b-cbb3d2256a15,P00035
E00000214,view_product,2024-01-15T09:01:44,U000020,608b60a3-9dd7-4c91-a29b-cbb3d2256a15,P00082
E00000215,view_product,2024-01-15T09:01:44,U000020,608b60a3-9dd7-4c91-a29b-cbb3d2256a15,P00025
E00000216,view_product,2024-01-15T09:01:44,U000020,608b60a3-9dd7-4c91-a29b-cbb3d2256a15,P00098
E00000217,view_product,2024-02-21T20:09:44,U000021,50164fc1-d94e-441d-9400-4ece6c2e5e30,P00096
E00000218,view_product,2024-02-21T20:09:44,U000021,50164fc1-d94e-441d-9400-4ece6c2e5e30,P00075
E00000219,view_product,2024-02-21T20:09:44,U000021,50164fc1-d94e-441d-9400-4ece6c2e5e30,P00059
E00000220,add_to_cart,2024-02-21T20:10:14,U000021,50164fc1-d94e-441d-9400-4ece6c2e5e30,P00075
E00000221,view_product,2024-02-06T17:39:26,U000021,93b70b48-fa16-4456-ad68-f1bdbe35b1e4,P00003
E00000222,view_product,2024-02-06T17:39:26,U000021,93b70b48-fa16-4456-ad68-f1bdbe35b1e4,P00072
E00000223,view_product,2024-02-06T17:39:26,U000021,93b70b48-fa16-4456-ad68-f1bdbe35b1e4,P00035
E00000224,view_product,2024-02-06T17:39:26,U000021,93b70b48-fa16-4456-ad68-f1bdbe35b1e4,P00028
E00000225,view_product,2024-01-01T22:53:46,U000021,4e616e0c-9d49-438a-8971-8a0ab668a16b,P00006
E00000226,view_product,2024-01-01T22:53:46,U000021,4e616e0c-9d49-438a-8971-8a0ab668a16b,P00044
E00000227,view_product,2024-01-01T22:53:46,U000021,4e616e0c-9d49-438a-8971-8a0ab668a16b,P00100
E00000228,view_product,2024-01-01T22:53:46,U000021,4e616e0c-9d49-438a-8971-8a0ab668a16b,P00038
E00000229,add_to_cart,2024-01-01T22:54:16,U000021,4e616e0c-9d49-438a-8971-8a0ab668a16b,P00044
E00000230,view_product,2024-01-03T11:53:47,U000022,4e334f38-d801-4c94-872d-ac92a9f0e17e,P00087
E00000231,view_product,2024-02-07T16:15:45,U000022,721b8445-f7eb-4faf-be15-22bc32590f9b,P00092
E00000232,view_product,2024-02-07T16:15:45,U000022,721b8445-f7eb-4faf-be15-22bc32590f9b,P00095
E00000233,view_product,2024-02-25T20:37:38,U000022,ea4f1567-ac71-499a-a251-42faa7ae01c7,P00005
E00000234,view_product,2024-02-25T20:37:38,U000022,ea4f1567-ac71-499a-a251-42faa7ae01c7,P00065
E00000235,view_product,2024-02-04T20:11:05,U000022,4ed6a48f-85cb-48f0-9b36-e7fd09bb160a,P00065
E00000236,view_product,2024-02-04T20:11:05,U000022,4ed6a48f-85cb-48f0-9b36-e7fd09bb160a,P00009
E00000237,view_product,2024-01-07T18:24:08,U000022,568799fc-d374-4fd6-bac5-eb8573d604a5,P00027
E00000238,view_product,2024-01-07T18:24:08,U000022,568799fc-d374-4fd6-bac5-eb8573d604a5,P00018
E00000239,view_product,2024-01-07T18:24:08,U000022,568799fc-d374-4fd6-bac5-eb8573d604a5,P00044
E00000240,view_product,2024-01-07T18:24:08,U000022,568799fc-d374-4fd6-bac5-eb8573d604a5,P00001
E00000241,add_to_cart,2024-01-07T18:24:38,U000022,568799fc-d374-4fd6-bac5-eb8573d604a5,P00044
E00000242,view_product,2024-01-02T04:43:38,U000023,4a7a9ded-4ad1-4b16-91f5-9c5663d9b075,P00085
E00000243,view_product,2024-02-29T15:58:15,U000023,7fa63d73-29a1-4e24-bd85-b14b750d840a,P00009
