session_id,user_id,events_count,first_ts,last_ts
0aca71ed-f61e-40e6-8739-5612e02ae126,U000398,2,2024-01-12T07:40:44,2024-01-12T07:40:44
0af0f875-aa4f-4c6d-91b4-204f915a887f,U000318,5,2024-02-13T21:23:10,2024-02-13T21:23:10
0af8b0a5-4a79-4c95-ba6a-f19c9a1640f5,U000228,3,2024-01-13T13:02:57,2024-01-13T13:02:57
0b54e474-e156-471e-95e0-848c4924a878,U000285,3,2024-02-18T22:36:59,2024-02-18T22:37:29
0b67338f-f3f1-4634-8cb2-d8aa506d1889,U000370,3,2024-02-28T03:28:36,2024-02-28T03:33:36
0b6d4c8a-eb7b-490b-80e7-bdf8347e99ef,U000401,1,2024-02-12T23:37:43,2024-02-12T23:37:43
0b705ff9-4b6d-43d5-840b-1ee2855dd85d,U000275,2,2024-01-29T19:32:23,2024-01-29T19:32:23
0b984dce-769b-4260-af42-af01c14319a1,U000430,4,2024-02-05T10:26:26,2024-02-05T10:26:26
0bbd6449-1021-4e2c-bf5e-5f6dab2349ce,U000152,2,2024-01-18T20:05:52,2024-01-18T20:06:22
0bf8f0cf-2bb8-4b49-8cbd-d33e3c66b98d,U000288,6,2024-01-20T20:32:00,2024-01-20T20:37:00
0c2707a4-ca92-4816-8215-8c369101b970,U000091,7,2024-02-04T10:39:49,2024-02-04T10:44:49
0c57a673-87a4-435f-bab8-534d1b06afe0,U000268,3,2024-02-06T18:54:35,2024-02-06T18:54:35
0c60ef50-39b3-40e0-a8b4-60e4a40bcff4,U000441,5,2024-01-29T13:43:10,2024-01-29T13:43:10
0c840938-2e06-4d71-9a93-bc5c2e191841,U000250,5,2024-01-29T06:11:59,2024-01-29T06:11:59
0caeeddb-beae-40f7-92d2-aa5d072101f0,U000305,4,2024-02-20T06:41:21,2024-02-20T06:41:21
0cdccfa8-5032-47df-a115-75a4b12b19e4,U000430,3,2024-01-25T16:50:25,2024-01-25T16:50:25
0ce789a5-9502-4afc-96c3-b0f0da7c9659,U000102,2,2024-02-08T15:37:15,2024-02-08T15:37:45
0d46b382-e8e9-4d2c-9570-6dd8490a4ef4,U000312,1,2024-02-15T11:28:45,2024-02-15T11:28:45
0d68f9b4-c9d7-4ab3-aa24-1a5eeb89e7dd,U000332,4,2024-02-22T05:02:07,2024-02-22T05:02:07
0d7ce7d0-7a6b-4737-aea5-b7acc88d1485,U000499,3,2024-01-29T10:22:52,2024-01-29T10:22:52
0d99ea00-662a-454d-af26-9d5fde969868,U000360,4,2024-02-13T16:44:07,2024-02-13T16:49:07
0dde972e-8ff8-4bac-9585-9c99714c5388,U000337,5,2024-02-01T06:59:17,2024-02-01T06:59:17
0dfdb646-1600-41f4-8ea1-f68cd24ac6a9,U000245,4,2024-02-10T08:08:32,2024-02-10T08:08:32
0e192d8e-6203-4625-9d00-fbae667d433d,U000361,4,2024-02-16T15:44:47,2024-02-16T15:44:47
0e2b0edd-7571-42e0-9259-8811b422c50f,U000248,4,2024-01-27T13:02:57,2024-01-27T13:03:27
0e522f84-72e4-447e-8720-f0ad801937da,U000366,5,2024-01-20T09:30:34,2024-01-20T09:30:34
0e55ed55-b11a-4907-a0a9-4103ad27d4a3,U000248,4,2024-02-07T16:26:12,2024-02-07T16:31:12
0e7cfd81-0476-46a0-833d-7835dc54523b,U000266,2,2024-01-10T18:21:46,2024-01-10T18:21:46
0e9a0ad0-2103-482b-9f2f-79d33354d63e,U000245,1,2024-01-18T08:08:55,2024-01-18T08:08:55
0eb56aae-42c8-4109-a6a6-fc00012eadf6,U000454,3,2024-01-05T09:35:41,2024-01-05T09:35:41
0ef26fa7-a93c-4e83-b681-646ed24a10bf,U000262,6,2024-01-20T08:34:31,2024-01-20T08:35:01
0f100615-faab-4541-b0f3-6facfe686de6,U000058,2,2024-01-23T01:54:21,2024-01-23T01:54:21
0f1e32bd-2682-4864-b2c6-b1eb404400c2,U000485,3,2024-01-11T23:55:47,2024-01-11T23:56:17
0f37f788-1831-433a-b8d1-8f1c045d9009,U000022,2,2024-02-18T10:13:44,2024-02-18T10:13:44
0f6ef443-3b99-4501-8e75-87f08ef096b1,U000199,5,2024-02-12T04:56:03,2024-02-12T04:56:33
0fb141a5-74f2-47f3-b8ae-0bcd9cc4f983,U000448,3,2024-02-23T15:52:07,2024-02-23T15:52:07
0fbd77f4-da20-49ec-acde-fce112742f3c,U000460,3,2024-01-23T00:23:15,2024-01-23T00:23:15
0fcb71e5-4390-400e-9c91-6733c78120e3,U000080,5,2024-01-15T10:54:13,2024-01-15T10:54:13
0fdff44d-0ed6-4180-a0b0-7f8ae5bc55b1,U000101,4,2024-02-05T04:04:44,2024-02-05T04:04:44
0fe3cb60-ba7f-4c91-82e2-c97efe873710,U000124,4,2024-02-09T16:35:27,2024-02-09T16:35:27
1006d9ed-954c-4904-a9b4-adad78d7500c,U000263,5,2024-01-22T04:11:55,2024-01-22T04:16:55
107549c2-6d7b-4a7f-9206-c17de2f7897f,U000154,4,2024-01-24T21:36:44,2024-01-24T21:41:44
108a6cd9-8541-4c91-9dbb-1cf02bf8b984,U000114,3,2024-02-18T23:17:02,2024-02-18T23:17:02
110ec25b-efdf-4482-9117-a7489a3facaf,U000151,2,2024-02-05T19:09:58,2024-02-05T19:10:28
11196f02-00f7-4797-864c-2f9ae89368bc,U000154,3,2024-01-29T08:02:26,2024-01-29T08:02:26
114cb3f1-10c2-4bef-9d04-1102ee38b114,U000227,2,2024-02-15T15:40:09,2024-02-15T15:40:39
11707043-0a18-4265-a194-d1b70da55a50,U000275,7,2024-02-07T19:01:24,2024-02-07T19:06:24
11dffe26-15d9-4dc6-9035-fe18491ca9fe,U000131,3,2024-02-26T21:38:53,2024-02-26T21:38:53
11f4d515-796e-437d-b131-bad669d01678,U000266,2,2024-01-22T13:01:53,2024-01-22T13:01:53
120f74fa-c4f5-4295-9d01-8bce4a4b90d1,U000470,4,2024-02-29T23:14:37,2024-02-29T23:14:37
1228e9d3-08fa-42b3-93cf-80c5baa2e6bc,U000260,2,2024-01-12T21:32:36,2024-01-12T21:32:36
12a82754-de58-4993-8204-940db2b7e944,U000098,3,2024-01-19T21:44:14,2024-01-19T21:49:14
12b8c868-bdeb-4a13-b694-e3b28b4f1120,U000498,3,2024-01-09T04:36:28,2024-01-09T04:36:28
12fcfe8f-36e4-4222-92ba-ac63af6e0876,U000348,5,2024-02-20T15:39:59,2024-02-20T15:39:59
13044338-51f0-4a4c-9af5-f61c0dc0155f,U000435,5,2024-02-27T09:36:16,2024-02-27T09:36:16
13114827-363f-475b-9ca8-a60b84ac799b,U000167,6,2024-01-29T18:48:14,2024-01-29T18:53:14
13520589-75ec-47bd-ac7f-b874af934cfa,U000275,5,2024-01-31T03:07:56,2024-01-31T03:08:26
13757312-48f3-4beb-bb39-3f3d06857785,U000109,1,2024-01-29T04:42:43,2024-01-29T04:42:43
13779dc3-a8cf-4589-bdeb-41ec9f6cd7cc,U000029,2,2024-01-01T22:33:38,2024-01-01T22:33:38
137f54f5-263a-476c-bcf8-9c06d7a5141a,U000025,2,2024-02-26T21:36:54,2024-02-26T21:36:54
13a3aba8-5d41-4073-92d2-67461eb5b989,U000241,2,2024-01-13T09:20:55,2024-01-13T09:20:55
13c41d93-6de7-469c-8935-c268bb4db9b6,U000452,6,2024-01-07T00:28:49,2024-01-07T00:29:19
13dfbd8b-1c95-4630-bded-185d191ac42e,U000053,4,2024-01-10T16:38:06,2024-01-10T16:38:06
140636ce-0e2e-4b5a-9cc8-123d9aad7e7e,U000258,4,2024-01-25T07:13:08,2024-01-25T07:13:38
146e4045-c484-4168-ad39-275a15cffdea,U000356,4,2024-01-02T19:24:43,2024-01-02T19:24:43
148bd698-835a-4d62-bf7d-e760dba0823f,U000069,7,2024-01-19T02:44:55,2024-01-19T02:49:55
14e4000b-db11-4dc9-ad38-42cc74dcf89a,U000476,3,2024-01-02T18:20:01,2024-01-02T18:20:01
14f8076d-ff24-4ae5-b346-e8ed64b947e8,U000103,3,2024-02-03T06:14:26,2024-02-03T06:14:26
14fd1a66-835e-4123-82fa-fc4b20e10fdd,U000163,4,2024-02-28T19:47:45,2024-02-28T19:47:45
15282b28-2a4b-4f09-ad3c-3d7ea6be323d,U000304,4,2024-02-18T21:16:23,2024-02-18T21:16:53
15432baf-5763-4423-a325-f586d07dc31c,U000412,2,2024-02-22T22:52:45,2024-02-22T22:52:45
156834b9-bd67-4e92-a9f4-8e3201abcaa5,U000110,4,2024-02-07T03:35:22,2024-02-07T03:35:22
1583733f-35dc-44be-a8d9-dd2356300487,U000070,2,2024-01-05T09:22:24,2024-01-05T09:22:54
15b3a073-3864-4299-9ce2-61b29bb5618c,U000175,2,2024-02-20T22:22:44,2024-02-20T22:22:44
15ca6a03-c474-4519-970b-f8d91ef10c80,U000265,5,2024-01-25T11:12:02,2024-01-25T11:12:02
15f13958-745a-4e94-bdcb-1f77f4df4231,U000126,4,2024-02-26T06:47:55,2024-02-26T06:47:55
15f89766-f52a-4b23-8ddc-3a8c817b1c3f,U000283,5,2024-01-14T23:46:20,2024-01-14T23:46:20
169c9a11-1739-4247-8ab8-b020baeb0d14,U000351,1,2024-02-27T20:46:14,2024-02-27T20:46:14
16b59d5e-08b3-4ca4-8f57-183c57677520,U000274,2,2024-01-12T19:21:28,2024-01-12T19:21:28
16f6507b-ea60-4572-81b9-14332d592b19,U000407,5,2024-01-04T17:18:44,2024-01-04T17:18:44
173c42ac-8dd0-4669-9120-782f3c4c7578,U000209,5,2024-01-22T22:03:15,2024-01-22T22:03:15
175d40ad-3aba-408b-a186-e51b2f93c8dc,U000463,3,2024-01-31T17:27:04,2024-01-31T17:27:04
17647211-e899-4093-ae04-1a352ca66182,U000026,2,2024-01-29T14:10:12,2024-01-29T14:10:12
17795eb6-dd53-46ed-99a1-ebd73b6b3b76,U000471,1,2024-02-10T06:21:53,2024-02-10T06:21:53
17986417-058f-4fc1-9f94-7f09f5e61f86,U000476,2,2024-02-22T01:29:21,2024-02-22T01:29:21
179da4a7-4078-416a-a835-7a9b26bf5230,U000062,1,2024-01-15T11:52:18,2024-01-15T11:52:18
17acd172-f0c3-4140-bdbd-19e4e22e4530,U000257,5,2024-01-30T15:40:02,2024-01-30T15:40:02
1881be6a-eb48-4d48-beb1-991428e7a97c,U000136,1,2024-01-28T08:43:06,2024-01-28T08:43:06
18e16a6b-3b11-44af-b5e2-1fbeb331f2bb,U000410,4,2024-01-30T03:37:57,2024-01-30T03:38:27
18f71b21-d6be-483e-b7ab-858d1c4d2597,U000319,5,2024-01-07T01:13:36,2024-01-07T01:13:36
19040d0a-a227-45ce-8ac5-584438229d44,U000179,5,2024-01-29T00:35:18,2024-01-29T00:40:18
19a66c89-1817-493e-b6d1-a434923e13ff,U000064,5,2024-01-24T03:39:15,2024-01-24T03:39:15
19dd2b5e-ad82-4bb5-8b6e-e5486d071681,U000346,4,2024-02-05T02:41:31,2024-02-05T02:41:31
19e17ba8-452f-4dd5-859b-d63a2e647f69,U000063,2,2024-02-02T10:12:55,2024-02-02T10:12:55
1a51de8a-c060-4f96-aacc-1c0bbbc22fc8,U000297,1,2024-02-16T17:38:37,2024-02-16T17:38:37
1a99d118-c51f-44c7-8983-18962e02918f,U000400,1,2024-02-17T07:17:14,2024-02-17T07:17:14
1b0479c5-c0e2-4064-a5e1-8eb8cae41ee8,U000470,3,2024-01-20T17:28:23,2024-01-20T17:28:53
1b119c3d-82f0-47b6-aa39-a0a151394aa7,U000028,3,2024-01-25T21:56:12,2024-01-25T21:56:12
1b3642e8-c3d8-43fc-b710-968cd41ae12b,U000100,6,2024-02-11T10:09:15,2024-02-11T10:14:15
1b488411-d7e8-46be-9d6b-ab033e6c6157,U000048,1,2024-01-15T23:55:57,2024-01-15T23:55:57
1b588690-62f5-4566-b03a-b69fa4db0f92,U000265,1,2024-01-24T08:18:54,2024-01-24T08:18:54
1b5c215d-fe77-4909-8553-e74870001b77,U000406,2,2024-02-13T06:19:22,2024-02-13T06:19:22
1b7530b4-f9f5-4719-9ac3-284b520ec846,U000243,3,2024-01-11T21:10:09,2024-01-11T21:10:09
1b7a9883-d969-4a02-bc72-890036d223c4,U000229,2,2024-02-02T09:27:42,2024-02-02T09:27:42
1bd4ce56-78f5-4bd9-a730-0215dbb7f143,U000206,2,2024-01-18T21:19:47,2024-01-18T21:19:47
1bf3bcb5-014c-46a6-b38e-5868ce738d4c,U000399,2,2024-01-03T08:33:26,2024-01-03T08:33:26
1c661d53-8887-4537-a78c-db4373211ce6,U000278,5,2024-01-06T04:54:14,2024-01-06T04:54:14
1ce4e854-fcce-40a8-9889-f6eb91f95908,U000472,7,2024-02-13T21:27:18,2024-02-13T21:32:18
1d038267-95c1-4a63-91f1-27a6789acfad,U000123,2,2024-01-25T02:42:20,2024-01-25T02:42:50
1d0d7dde-d7b1-45e3-955b-487c5396164a,U000274,3,2024-02-14T01:14:15,2024-02-14T01:14:15
1d135386-dabf-4c41-80b8-cf333bd53fc3,U000459,5,2024-02-03T17:45:30,2024-02-03T17:45:30
1d21c25d-7e45-435d-a1e5-c900f45088fe,U000284,3,2024-01-30T23:09:19,2024-01-30T23:09:19
1d77040b-42c7-4473-a778-fd69fde81fa4,U000427,6,2024-02-19T04:02:17,2024-02-19T04:07:17
1d7f5331-9425-4788-b87b-be955df01ff3,U000043,2,2024-01-06T00:33:19,2024-01-06T00:33:19
1da3841f-a5d4-466b-acca-087ec98ac39a,U000247,4,2024-01-21T23:00:36,2024-01-21T23:00:36
1db64a28-0d17-463b-8791-98e0369bb0e1,U000008,4,2024-02-21T00:32:49,2024-02-21T00:37:49
1e012106-80f3-43b9-9e6c-7d16752226fe,U000049,2,2024-01-19T07:39:57,2024-01-19T07:39:57
1e1aa9aa-ed91-4c40-8bf5-58f2e9ee6ee4,U000012,6,2024-01-27T23:08:17,2024-01-27T23:13:17
1e2d7577-915c-4afd-8f81-51858d1de9a6,U000287,5,2024-01-03T16:13:52,2024-01-03T16:14:22
1e3dc431-e57a-4a1f-baef-6e6a40105666,U000349,4,2024-02-26T10:32:09,2024-02-26T10:32:09
1e504529-b233-48db-8c35-ef3ba61c0019,U000488,2,2024-01-20T14:40:06,2024-01-20T14:40:06
1e6da74a-7ac0-4d0c-9e07-5932594ea9ce,U000477,5,2024-02-27T04:05:16,2024-02-27T04:05:16
1f16d36c-b21d-4a7f-affe-a67447199d31,U000251,4,2024-02-21T14:12:02,2024-02-21T14:12:02
2001440c-cad5-46b4-9713-bf0390aef114,U000367,3,2024-02-28T21:12:18,2024-02-28T21:12:18
2008ab57-69d5-4d1f-8cf5-399ed40f2ddf,U000058,4,2024-02-14T14:06:22,2024-02-14T14:06:22
203e6322-895b-4012-b87d-84579fa9f263,U000337,6,2024-01-25T00:09:38,2024-01-25T00:14:38
20a85203-6173-4b55-8b66-56feebe5a2b5,U000085,1,2024-02-28T15:08:21,2024-02-28T15:08:21
20e4177c-649d-4389-b3c3-0a84087970c5,U000493,3,2024-01-12T02:21:22,2024-01-12T02:21:22
20ebc5ed-50e6-4a20-acd0-f18fb69b8c37,U000304,2,2024-01-29T00:50:47,2024-01-29T00:50:47
211c5c27-424d-46b2-89d6-19a45c9375d7,U000244,3,2024-02-05T23:46:55,2024-02-05T23:46:55
214c7ccf-892b-4475-8e28-6def8afa4ada,U000374,1,2024-01-02T14:04:29,2024-01-02T14:04:29
216539f4-04da-4ce3-83a4-f85375334140,U000147,3,2024-02-22T06:06:03,2024-02-22T06:06:03
21763578-d648-4a4b-be07-8f01ac111b93,U000012,4,2024-01-23T05:47:58,2024-01-23T05:48:28
2185e020-2e46-4964-8308-b10b86cd4185,U000239,3,2024-02-01T22:41:18,2024-02-01T22:46:18
21aac14a-acd8-465b-aec6-ceaf7e984aec,U000197,2,2024-01-12T13:31:13,2024-01-12T13:31:13
21cd8add-e446-4d10-9ec2-e56f3cccd01a,U000172,1,2024-02-29T23:52:15,2024-02-29T23:52:15
2231e2be-1c09-4d87-ab87-25a2be95444a,U000026,3,2024-02-08T18:06:25,2024-02-08T18:06:55
2245d75e-97c8-4dff-aea4-483868a9d8ee,U000499,5,2024-01-28T08:12:37,2024-01-28T08:12:37
22c1e68f-22f7-444f-8b2b-0d3ab4528f86,U000056,4,2024-02-16T12:53:33,2024-02-16T12:54:03
22f32b26-7340-4cba-8332-f942bdc8d901,U000206,3,2024-02-12T11:36:02,2024-02-12T11:36:02
230329c9-66bf-49c3-a1dd-008c8cd2639a,U000228,4,2024-02-15T08:13:41,2024-02-15T08:13:41
2317c19f-281d-4b1f-909e-a8a9307c3fd3,U000306,4,2024-01-22T12:06:48,2024-01-22T12:07:18
233fb5b7-7dbe-48fd-aa01-b01100b3ba05,U000063,5,2024-01-28T10:24:03,2024-01-28T10:24:03
23f97074-e997-48bb-ba1d-2e96a6d35e27,U000262,5,2024-02-14T05:32:15,2024-02-14T05:32:15
243aad75-43f6-4a70-9883-e5b07fb333fb,U000307,3,2024-01-02T04:04:32,2024-01-02T04:04:32
24d08476-4c59-4403-8bac-15da78a3c61c,U000433,2,2024-02-11T05:53:06,2024-02-11T05:53:06
24d7b2d9-96c7-4805-9947-67bae2a4a786,U000246,3,2024-01-15T15:08:15,2024-01-15T15:08:15
253d2c88-f764-4336-afeb-6e648e34ee31,U000406,4,2024-02-15T05:01:22,2024-02-15T05:01:22
25899557-679c-44a7-a236-c96a3ac1a93e,U000167,5,2024-01-03T19:40:19,2024-01-03T19:40:19
258a007a-61a4-4bf5-946e-1b934d2ba6f6,U000390,2,2024-01-24T19:20:25,2024-01-24T19:20:25
25f1e20f-4b5e-410a-b32f-e92504d5c583,U000301,5,2024-01-05T12:25:30,2024-01-05T12:25:30
263f00da-e6ba-4882-ba58-d9f651b5f3b0,U000088,2,2024-01-29T11:56:13,2024-01-29T11:56:13
26691283-857d-441c-b9f4-e6a1414628cd,U000214,2,2024-02-15T08:31:43,2024-02-15T08:31:43
26762eea-aacf-49d3-9394-9ca90556a7a1,U000414,3,2024-01-16T22:56:12,2024-01-16T22:56:12
267f2cfc-1ee9-4f3f-ab42-1947e72e0b06,U000090,3,2024-01-20T04:07:47,2024-01-20T04:07:47
26913a70-7925-4264-a715-6963842f07b3,U000082,4,2024-01-14T06:10:11,2024-01-14T06:10:11
26a23195-6fd8-4bcf-a80d-ae2496b51908,U000202,3,2024-02-20T23:52:55,2024-02-20T23:52:55
26bbe42a-e562-454a-9f91-aa89a1b51eaf,U000487,4,2024-02-01T23:39:36,2024-02-01T23:40:06
26d7af07-c929-45da-85a7-33440bf9be23,U000367,5,2024-01-07T12:58:10,2024-01-07T13:03:10
26f7b954-1d36-4c89-9cc0-b14254c689da,U000305,2,2024-01-31T06:23:19,2024-01-31T06:23:19
26fbe750-977b-4f74-adff-1799218456a8,U000091,3,2024-02-18T15:45:14,2024-02-18T15:45:14
26fdb6bd-09b8-40d8-8229-603aa25d98a1,U000215,4,2024-02-15T06:48:58,2024-02-15T06:48:58
270c8293-486b-4c67-a733-ef9a3db91ad0,U000461,5,2024-02-13T21:52:16,2024-02-13T21:52:16
271532a2-c874-4a27-86c8-ff8ac8d6803d,U000189,2,2024-01-17T22:49:46,2024-01-17T22:50:16
274668ce-16a6-4d91-b8ef-ee4102a1b255,U000396,4,2024-01-01T03:23:56,2024-01-01T03:23:56
2787dcc9-ec35-4007-b7d4-0ae9a86583ee,U000111,1,2024-02-04T00:10:58,2024-02-04T00:10:58
283b0562-cace-41f4-931c-35c9080a2cf9,U000072,3,2024-01-21T07:09:17,2024-01-21T07:09:17
288764ef-927d-4988-aafb-0a7170aee383,U000283,4,2024-02-26T21:46:40,2024-02-26T21:47:10
28b0a80a-9c50-4384-a8f8-70dd48835679,U000446,3,2024-01-01T19:13:27,2024-01-01T19:13:27
28b898a4-c60b-474f-bc45-44191337fe2d,U000361,5,2024-01-19T22:46:21,2024-01-19T22:46:51
28c6877f-1243-4d55-9974-4cfbaa09832c,U000039,5,2024-01-19T02:35:08,2024-01-19T02:35:08
28d5cbb7-ba87-447b-8b9f-8cf435a4a854,U000341,1,2024-02-20T04:51:53,2024-02-20T04:51:53
28df8133-744a-4ad7-a912-704839e88681,U000109,3,2024-01-27T18:36:55,2024-01-27T18:36:55
2901f811-1a00-4a7e-85f7-f83ea51daee1,U000350,3,2024-01-21T07:26:34,2024-01-21T07:27:04
290c61a1-53f5-439a-bab8-9c604430a5e6,U000015,1,2024-02-17T19:40:21,2024-02-17T19:40:21
29210bc2-9714-400d-a4a5-54759a7b6180,U000054,2,2024-02-22T20:13:19,2024-02-22T20:13:19
292f91a5-1eb0-4ece-8f72-01a65cb382a1,U000229,2,2024-01-12T04:05:25,2024-01-12T04:05:25
294d89bd-a125-4501-809a-f23e543515f1,U000236,5,2024-01-07T05:13:10,2024-01-07T05:13:10
2973262f-85b6-4ad8-af1c-dee0d2b1dd19,U000434,5,2024-02-18T02:00:11,2024-02-18T02:00:11
29db975b-cf0c-4593-84ce-51a9a2a025bc,U000176,4,2024-01-28T03:23:35,2024-01-28T03:23:35
